Question - Arabic,Answer - Arabic,Question - English,Answer - English,Category
"املأ الفراغات في الجملة التالية:
في التشخيص التفريقي للغيبوبة، يمكن للتصوير مثل التصوير المقطعي المحوسب استبعاد ____، بينما تساعد الاختبارات المعملية في تحديد ____.
أ. إصابات جذع الدماغ؛ اعتلال الدماغ الكبدي
ب. نزيف داخل الجمجمة؛ اختلالات التمثيل الغذائي
ج. احتشاء دماغي؛ سمية الدواء
د. إصابة الحبل الشوكي؛ اضطرابات الكهارل",ب. نزيف داخل الجمجمة؛ اختلالات التمثيل الغذائي,"Fill in the blanks in the following sentence:
In the differential diagnosis of coma, imaging such as CT scan can exclude ____, while lab tests help identify ____.
A. Brainstem injuries; hepatic encephalopathy
B. Intracranial hemorrhage; metabolic imbalances
C. Cerebral infarction; drug toxicity
D. Spinal cord injury; electrolyte disturbances","B. Intracranial hemorrhage; metabolic imbalances
",Neurology
"املأ الفراغات في الجملة التالية:
في حالات فقدان الذاكرة الناجم عن اضطرابات التمثيل الغذائي، يكون ____ عاملًا شائعًا، وغالبًا ما يظهر مع أعراض ____.
أ. نقص صوديوم الدم، النوبات
ب. ارتفاع سكر الدم، التهيج
ج. نقص كالسيوم الدم، التكزز
د. نقص بوتاسيوم الدم، الشلل","أ. نقص صوديوم الدم، النوبات","Fill in the blanks in the following sentence:
In cases of memory loss caused by metabolic disturbances, ____ is a common factor, often presenting with symptoms of ____.
A. Hyponatremia, seizures
B. Hyperglycemia, irritability
C. Hypocalcemia, tetany
D. Hypokalemia, paralysis","A. Hyponatremia, seizures",Neurology
"املأ الفراغ في الجملة التالية:
الفيروس المسبب لمرض الحماق (جدري الماء) هو ______, و ينتقل المرض عن طريق الاتصال _____ مع آفات المصابين أو مع رذاذ أنوفهم.
أ. EBV, الجوي
ب.CMV, غير المباشر
ج. HSV, المباشر
د. VZV, المباشر","د. VZV, المباشر","Fill in the blank in the following sentence:
The virus that causes chickenpox is ____, and the disease is transmitted by contact with ____ lesions of infected people or with their nasal spray.
A. EBV, airborne
B. CMV, indirect
C. HSV, direct
D. VZV, direct","D. VZV, direct",Dermatology
"املأ الفراغ في الجملة التالية:
في المخاض الكاذب، يتعرض الرحم لانقباضات خفيفة وغير منتظمة وغير منتظمة وغير مؤلمة تسمى انقباضات ______.
أ. الولادة المبكرة
ب. الرحم
ج. كامنة
د. براكستون هيكس",د. براكستون هيكس,"Fill in the blank in the following sentence:
In false labour, the womb experiences light, uneven, inconsistent, and painless contractions called ______ contractions.
A. Preterm
B. Uterine 
C. Latent
D. Braxton Hicks",D. Braxton Hicks,OBGYN
"املأ الفراغ في الجملة التالية:
في الدورة الدموية للجنين، يوجد ____ لتحويل ____ الدم الداخل إلى الأذين الأيمن إلى الأذين الأيسر ليتم ضخه في الدورة الدموية.
أ. الثقبة العظمى، مؤكسجة
ب. الثقبة البيضاوية، مؤكسجة
ج. الثقبة الممزقة، غير مؤكسجة
د. القناة الوريدية، غير مؤكسجة","ب. الثقبة البيضاوية، مؤكسجة","Fill in the blank in the following sentence:
In fetal circulation, ____ exists to divert ____blood entering into the right atrium to the left atrium to be pumped into circulation.
A. Foramen magnum, oxygenated
B. Foramen ovale, oxygenated
C. Foramen lacerum, deoxygenated
D. Ductus venosus, deoxygenated","B. Foramen ovale, oxygenated",OBGYN
"املأ الفراغات في الجملة التالية:
تتضمن أعراض نقص الجليكوبين العصبي في ورم الأنسولين ____، ____، وفقدان الذاكرة.
أ. الدوخة؛ ازدواج الرؤية
ب. الغثيان؛ الجوع
ج. التعرق؛ تسرع القلب
د. الرعشة؛ القلق",أ. الدوخة؛ ازدواج الرؤية,"Fill in the blanks in the following sentence:
Neuroglycopenic symptoms of insulinoma include ____, ____, and amnesia.
A. Dizziness; diplopia
B. Nausea; hunger
C. Sweating; tachycardia
D. Tremors; anxiety","A. Dizziness; diplopia
",Gastroenterology
"املأ الفراغ في الجملة التالية:
يحدث التواء الرقبة الخلقي نتيجة لإصابة العضلة _______، ويظهر بعد الولادة بأسبوعين إلى ثلاثة أسابيع على شكل كتلة صلبة في منتصف العضلة المصابة.
أ. العضلة الإبرية اللامية
ب. العضلة ذات البطنين
ج. العضلة الذقنية اللامية
د. العضلة القصية الترقوية الخشائية",د. العضلة القصية الترقوية الخشائية,"Fill in the blank in the following sentence:
Congenital torticollis is caused by an injury of the _______ muscle, and it appears 2-3 weeks after birth as a hard lump in the middle of the affected muscle.
A. Stylohyoid
B. Digastric
C. Geniohyoid 
D. Sternocleidomastoid",D. Sternocleidomastoid,Pediatrics
"املأ الفراغ في الجملة التالية:
أحد الأسباب المناعية الذاتية لقصور الغدة الكظرية هو _____، والذي يرتبط بأجسام مضادة لـ 21-هيدروكسيلاز.
أ. الساركويد
ب. السل
ج. التهاب الغدة الكظرية المناعي الذاتي
د. داء ترسب الأصبغة الدموية",ج. التهاب الغدة الكظرية المناعي الذاتي,"Fill in the blank in the following sentence:
One of the autoimmune causes of adrenal insufficiency is _____, which is associated with 21-hydroxylase antibodies.
A. Sarcoidosis
B. Tuberculosis
C. Autoimmune Adrenalitis
D. Hemochromatosis
","C. Autoimmune Adrenalitis
",Endocrinology
"املأ الفراغ في الجملة التالية:
إن أحد الاضطرابات الكيميائية الحيوية الرئيسية لدى بعض المرضى المصابين بالصرع هو انخفاض الناقل العصبي المثبط _____.
أ. الغلوتامات
ب. حمض جاما أمينوبوتيريك
ج. الدوبامين
د. السيروتونين",ب. حمض جاما أمينوبوتيريك,"Fill in the blank in the following sentence:
A key biochemical abnormality in some patients with epilepsy is a reduction in the inhibitory neurotransmitter _____.
A. Glutamate
B. GABA
C. Dopamine
D. Serotonin
","B. GABA
",Neurology
"املأ الفراغ في الجملة التالية:
الإنتانات المعوية (التهاب المعدة والأمعاء) قد تترافق مع أعراض مثل القياء والإسهال، ومن أهم الاختلاطات هو ___، والذي يتم تقييمه في الفحص السريري من خلال غؤور العينين أو اليافوخ وتأخر عود الامتلاء الشعيري.
أ. التجفاف
ب. التهاب الحلق
ج. ألم العضلات
د. نفث الدم",أ. التجفاف,"Fill in the blank in the following sentence:
Intestinal infections (gastroenteritis) may be accompanied by symptoms such as vomiting and diarrhea, and the most important complication is ___, which is assessed on clinical examination by sunken eyes or fontanelles and delayed capillary refill.
A. Dehydration
B. Sore throat
C. Muscle pain
D. Hemoptysis",A. Dehydration,Pediatrics
"املأ الفراغات في الجملة التالية:
النتيجة المميزة للتصوير في التهاب البنكرياس المتكلس المزمن هي ____، وغالبًا ما ترتبط بـ ____.
أ. الأكياس الكاذبة؛ أسباب مجهولة السبب
ب. التكلسات؛ تعاطي الكحول
ج. تضيق القناة؛ التهاب البنكرياس المناعي الذاتي
د. تضخم البنكرياس؛ ارتفاع مستوى الدهون الثلاثية في الدم",ب. التكلسات؛ تعاطي الكحول,"Fill in the blanks in the following sentence:
The hallmark imaging finding in chronic calcifying pancreatitis is ____, often linked to ____.
A. Pseudocysts; idiopathic causes
B. Calcifications; alcohol abuse
C. Ductal stenosis; autoimmune pancreatitis
D. Enlarged pancreas; hypertriglyceridemia","B. Calcifications; alcohol abuse
",Gastroenterology
"املأ الفراغات في الجملة التالية:
يحدث فقدان الذاكرة بعد التهاب الدماغ عادةً بسبب ____، مما يؤدي إلى أعراض مثل ____ وفقدان الذاكرة المؤقت أو الدائم.
أ. الفيروس المضخم للخلايا، الخلل التنفيذي
ب. فيروس الهربس البسيط، فقدان الذاكرة الرجعي
ج. فيروس إبشتاين بار، الهلوسة البصرية
د. فيروس الأنفلونزا، الارتباك","ب. فيروس الهربس البسيط، فقدان الذاكرة الرجعي","Fill in the blanks in the following sentence:
Memory loss following encephalitis is commonly caused by ____, which leads to symptoms such as ____ and temporary or permanent amnesia.
A. CMV, executive dysfunction
B. HSV, retrograde amnesia
C. EBV, visual hallucinations
D. Influenza virus, confusion","B. HSV, retrograde amnesia",Neurology
"املأ الفراغ في الجملة التالية:
أحد الأسباب المناعية الذاتية لفرط نشاط الغدة الدرقية هو مرض _____، والذي يرتبط بوجود أجسام مضادة تحفز الغدة الدرقية.

أ. مرض أديسون
ب. مرض جريفز
ج. مرض هاشيموتو
د. مرض كوشينغ",ب. مرض جريفز,"Fill in the blank in the following sentence:
One of the autoimmune causes of hyperthyroidism is _____ disease, which is associated with the presence of thyroid-stimulating antibodies.
A. Addison's
B. Graves'
C. Hashimoto's
D. Cushing's","B. Graves'
",Endocrinology
"املأ الفراغات في الجملة التالية:
يتضمن علاج التهاب عضلة القلب الشديد عوامل مؤثرة على التقلص العضلي مثل ____، وهي مفيدة بشكل خاص في حالات انخفاض التقلص العضلي.
أ. الدوبيوتامين
ب. الأدرينالين
ج. الديجوكسين
د. النورأدرينالين",أ. الدوبيوتامين,"Fill in the blanks in the following sentence:
Treatment of severe myocarditis includes inotropic agents like ____, which are particularly useful in cases of reduced EF.
A. Dobutamine
B. Epinephrine
C. Digoxin
D. Norepinephrine","A. Dobutamine
",Cardiovascular System
"املأ الفراغات في الجمل التالية:
من بين العوامل التي تلعب دوراً في انسياخ الجينات المسؤولة عن التحول:  
1. يعتبر الجين ___ المنظم الأساسي للتحول.  
2. حالة ___ الجين.
3. تسلسل ___ ومعزز الصبغي.

أ. BCL11A - المثيلة - الربط
ب. BCL2 - التعبير - النسخ
ج. MYC - المثيلة - التسلسل
د. TP53 - الربط - التعبير","أ. BCL11A - المثيلة - الربط
","Fill in the blanks in the following sentences:
Among the factors that play a role in the transcription of genes responsible for transformation:
1. The gene ___ is the main regulator of transformation.
2. The state of the ___ of the gene.
3. The sequence of ___ and the chromosome promoter.

A. BCL11A - Methylation - Splicing
B. BCL2 - Expression - Transcription
C. MYC - Methylation - Sequence
D. TP53 - Splicing - Expression",A. BCL11A - Methylation - Splicing,Hematology
"املأ الفراغ في الجملة التالية:
في الأطفال، يتم علاج التهاب البلعوم الحاد عادةً باستخدام المضادات الحيوية مثل _____ و ______.
أ. إيمتريسيتابين، فوسكارنت
ب. السيفالوسبورينات، ميكرولايدات
ج. إيدوكسوريدين، أسيكلوفير
د. فانكومايسين، ميكرولايدات","ب. السيفالوسبورينات، ميكرولايدات","Fill in the blanks in the following sentence:
In infants, acute pharyngitis is typically treated using antibiotics such as _____ and ______.
A. Emtricitabine, Foscarnet
B. Cephalosporins, Microlides
C. Idoxuridine, Acyclovir
D. Vancomycin, Microlides","B. Cephalosporins, Microlides
",Pediatrics
"املأ الفراغات في الجملة التالية:
يشير اختبار D-Dimer الإيجابي إلى احتمال وجود جلطة دموية، في حين يشير الاختبار السلبي إلى ____.
أ. يستبعد PE
ب. يستبعد الانسداد الخثاري
ج. يستبعد الانسداد القلبي
د. يستبعد الالتهاب",ب. يستبعد الانسداد الخثاري,"Fill in the blanks in the following sentence:
A positive D-Dimer test indicates possible thrombus, while a negative test effectively ____.
A. Rules out PE
B. Excludes thromboembolism
C. Excludes cardiac embolism
D. Rules out inflammation","B. Excludes thromboembolism
",Cardiovascular System
"املأ الفراغ في الجملة التالية:
قبل عدة أيام من بدء المخاض، ترتفع مستويات _____ عند الجنين، مما يحفز الجهاز الأنزيمي على تحويل T4 إلى T3 الفعال استقلابياً.
أ. الكورتيزول
ب. الإستروجين
ج. الأنسولين
د. البرولاكتين
","أ. الكورتيزول
","Fill in the blank in the following sentence:
Several days before labor begins, the fetus's _____ levels rise, stimulating the enzyme system to convert T4 to the metabolically active T3.
A. Cortisol
B. Estrogen
C. Insulin
D. Prolactin",A. Cortisol,OBGYN
"املأ الفراغات في الجملة التالية:
عادة ما يحدث اعتلال الدماغ الناجم عن نقص الأكسجين والذي يؤدي إلى الغيبوبة بسبب ____، مما يؤدي إلى ____.
أ. السكتة الدماغية؛ العجز البؤري
ب. السكتة القلبية؛ نقص التروية الشامل
ج. فشل الكبد؛ الحماض الأيضي
د. تسمم الكحول؛ قلاء الجهاز التنفسي",ب. السكتة القلبية؛ نقص التروية الشامل,"Fill in the blanks in the following sentence:
Hypoxic encephalopathy leading to coma is commonly caused by ____, resulting in ____.
A. Stroke; focal deficits
B. Cardiac arrest; global hypoperfusion
C. Liver failure; metabolic acidosis
D. Alcohol intoxication; respiratory alkalosis","B. Cardiac arrest; global hypoperfusion
",Neurology
"املأ الفراغ في الجملة التالية:
السبب المرضي وراء انحلال الطبقة القرنية المنفرر هو كائنات _____ و_____.
أ. Micro-coccus و Sedentarius
ب. Streptococcus و Staphylococcus
ج. E. coli و Klebsiella
د. Pseudomonas و Clostridium","أ. Micro-coccus و Sedentarius
","Fill in the blank in the following sentence:
The pathological cause of keratolysis latina is _____ and ____.
A. Micrococci and Sedentarius
B. Streptococcus and Staphylococcus
C. Escherichia coli and Klebsiella
D. Pseudomonas and Clostridium",A. Micrococci and Sedentarius,Dermatology
"املأ الفراغات في الجملة التالية:
يحدث شلل إرب-دوشين بسبب انخفاض طفيف في حجم ____ و _____ في الضفيرة العضدية، مما يؤدي إلى وضع متطرف للطرف في التقريب الداخلي للمساعدة في وضع الكوع المميز.
أ. C5، C6
ب. C3، C4
ج. C4، C5
د. C6، C7","أ. C5, C6","Fill in the blanks in the following sentence:
Erb-Duchenne palsy is caused by a slight decrease in the size of the ____ and _____ of the brachial plexus, resulting in an extreme position of the limb in internal adduction to assist with the characteristic elbow position.
A. C5, C6
B. C3, C4
C. C4, C5
D. C6, C7","A. C5, C6",Pediatrics
"املأ الفراغ في العبارة التالية:
يحدث وضع ""إكرامية النادل"" في إصابات الضفيرة العضدية بسبب إصابة _____.
أ. جذور C5 وC6
ب. جذر T1
ج. العصب المتوسط
د. العصب الزندي",أ. جذور C5 وC6,"Fill in the blank in the following statement:
The ""Waiter Tip"" position in brachial plexus injuries is caused by the injury of _____.
A. C5 and C6 roots
B. T1 root
C. Median nerve
D. Ulnar nerve",A. C5 and C6 roots,Neurology
"املأ الفراغ في الجملة التالية:
يحدث الحماض الأيضي في الحماض الكيتوني السكري بسبب تراكم _____، والتي يتم إنتاجها بسبب تحلل الأحماض الدهنية في غياب الأنسولين.
أ. حمض اللاكتيك
ب. بيتا هيدروكسي بيوتيرات
ج. حمض البيروفيك
د. أسيتيل مرافق الإنزيم أ",ب. بيتا هيدروكسي بيوتيرات,"Fill in the blank in the following sentence:
The metabolic acidosis in DKA is caused by the accumulation of _____, which are produced due to the breakdown of fatty acids in the absence of insulin.
A. Lactic acid
B. Beta-hydroxybutyrate
C. Pyruvic acid
D. Acetyl-CoA","B. Beta-hydroxybutyrate
",Endocrinology
"املأ الفراغات في الجملة التالية:
غالبًا ما يشير وجود ____ في التصوير إلى مضاعفات مثل الأكياس الكاذبة أو الخراجات في التهاب البنكرياس المزمن.
أ. التليف
ب. تكلسات القناة
ج. آفات الكتلة
د. تجمعات السوائل",د. تجمعات السوائل,"Fill in the blanks in the following sentence:
The presence of ____ on imaging often indicates complications like pseudocysts or abscesses in chronic pancreatitis.
A. Fibrosis
B. Ductal calcifications
C. Mass lesions
D. Fluid collections",D. Fluid collections,Gastroenterology
"املأ الفراغ في الجملة التالية:
في الأطفال حديثي الولادة، تظهر ______ على هيئة رعشة عضلية بؤرية قصيرة تؤثر على الأطراف. في هذه الحالة، يكون الطفل حديث الولادة واعيًا بشكل عام، ولكن الرعشة قد تستمر لفترة طويلة من الزمن، مما يؤثر على الوعي ويؤدي إلى زرقة الجلد.

أ. نقص إنزيم المالتاز الحمضي
ب. ضمور العضلات
ج. انحلال الربيدات
د. التصلب الجانبي الضموري (ALS)",ب. ضمور العضلات,"Fill in the blank in the following sentence:
In newborns, ______ appears as short focal muscle tremors affecting the extremities. In this condition, the newborn is generally conscious but the tremors may last for a long period of time, affecting consciousness and leading to cyanosis. 
A. Acid Maltase Deficiency
B. Muscular Dystrophy
C. Rhabdomyolysis
D. Amytrophic Lateral Sclerosis (ALS)",B. Muscular Dystrophy,Pediatrics
"املأ الفراغ في الجملة التالية:
عند الفحص الروتيني للطفل، ___________ هو السبب الأكثر احتمالا لتضخم كيس الصفن واختبار العتامة الإيجابي.
أ. ثدي الخصية 
ب. التهاب البربخ
ج. القيلة المائية
د. الفتق الإربي","ج. القيلة المائية
","Fill in the blank in the following sentence:
On routine examination of a child, ___________ is the most likely cause of scrotal enlargement and a positive opacity test.
A. Testicular breast
B. Epididymitis
C. Hydrocele
D. Inguinal hernia",C. Hydrocele,Pediatrics
"املأ الفراغات في الجملة التالية:
أحد أكثر عوامل الخطر الوراثية شيوعًا للإصابة بالجلطة الوريدية العميقة هو ____، والذي يحدث بسبب طفرة في ____.
أ. نقص العامل الثامن؛ العامل الثامن
ب. نقص بروتين S؛ بروتين S
ج. عامل لايدن الخامس؛ العامل الخامس
د. طفرة البروثرومبين؛ العامل الثاني",ج. عامل لايدن الخامس؛ العامل الخامس,"Fill in the blanks in the following sentence:
One of the most common inherited risk factors for DVT is ____, caused by a mutation in ____.
A. Factor VIII deficiency; Factor VIII
B. Protein S deficiency; Protein S
C. Factor V Leiden; Factor V
D. Prothrombin mutation; Factor II","C. Factor V Leiden; Factor V
",Cardiovascular System
"املأ الفراغ في الجملة التالية:
دفع العجان هو إجراء يتم القيام به لحماية نسيج العجان و_____ من التمزق.
أ. الجلد
 ب. الأغشية
 ج. الأشفار
 د. العضلات", ج. الأشفار,"Fill in the blank in the following sentence:
Perineal thrust is a procedure done to protect the perineal tissue and ____ from tearing.
A. Skin
B. Membranes
C. Labia
D. Muscles",C. Labia,OBGYN
"املأ الفراغات في الجملة التالية:
يحدث الانصباب الجنبي النضحي عادة بسبب ____، في حين يرتبط الانصباب النضحي بـ ____.
أ. العدوى؛ فشل الأعضاء
ب. الأورام الخبيثة؛ أمراض المناعة الذاتية
ج. زيادة نفاذية الشعيرات الدموية؛ زيادة الضغط الهيدروستاتيكي
د. الانسداد الرئوي؛ متلازمة الكلى",ج. زيادة نفاذية الشعيرات الدموية؛ زيادة الضغط الهيدروستاتيكي,"Fill in the blanks in the following sentence:
Exudative pleural effusion is commonly caused by ____, whereas transudative effusion is associated with ____.
A. Infections; organ failure
B. Malignancies; autoimmune diseases
C. Increased capillary permeability; increased hydrostatic pressure
D. Pulmonary embolism; nephrotic syndrome","C. Increased capillary permeability; increased hydrostatic pressure
",Pulmonology
"املأ الفراغات في الجملة التالية:
في الحبل السري، تكون الأوعية الدموية محاطة بمادة هلامية تسمى _____، والتي تتكون إلى حد كبير من ______ ووظيفتها الرئيسية هي عزل وحماية الحبل السري في الرحم.
أ. هلام وارتون - الكولاجين
ب. الغضاريف - البروتينات
ج. هلام وارتون، عديدات السكاريد المخاطية
د. السائل الأمنيوسي، حمض الهيالورونيك","ج. هلام وارتون، عديدات السكاريد المخاطية","Fill in the blanks in the following sentence:
In the ubmillical cord, the blood vessels are surrounded by a gelatinous substance called _____, which is largely made up of ______ and whose main function is to insulate and protect the umbillical cord in the womb.
A. Wharton's Jelly - Collagen
B. Cartilage - Proteins
C. Wharton's Jelly, Mucopolysaccharides
D. Amniotic Fluid - Hyaluronic Acid","C. Wharton's Jelly, Mucopolysaccharides",OBGYN
"املأ الفراغات في الجملة التالية:
يرجع تراكم السوائل في الانصباب الجنبي إلى اختلال التوازن بين ____ و____.
أ. الضغط الجرمي؛ الضغط الهيدروستاتيكي
ب. تركيز LDH؛ مستويات البروتين
ج. الدهون الثلاثية؛ الكوليسترول
د. الناتج السائل؛ سلامة الشعيرات الدموية",أ. الضغط الجرمي؛ الضغط الهيدروستاتيكي,"Fill in the blanks in the following sentence:
The accumulation of fluid in pleural effusion is due to an imbalance between ____ and ____.
A. Oncotic pressure; hydrostatic pressure
B. LDH concentration; protein levels
C. Triglycerides; cholesterol
D. Fluid output; capillary integrity","A. Oncotic pressure; hydrostatic pressure
",Pulmonology
"املأ الفراغات في الجملة التالية:
تُخصص العوامل المحللة للخثرات مثل ____، لحالات الخثار الوريدي العميق أو الانسداد الرئوي الشديد مع ضعف ديناميكيات الدم.
أ. الوارفارين
ب. كلوبيدوجريل
ج. الأسبرين
د. ستربتوكيناز",د. ستربتوكيناز,"Fill in the blanks in the following sentence:
Thrombolytic agents like ____, are reserved for cases of massive DVT or PE with hemodynamic compromise.
A. Warfarin
B. Clopidogrel
C. Aspirin
D. Streptokinase  ",D. Streptokinase  ,Cardiovascular System
"املأ الفراغات في الجملة التالية:
في حالات التسمم بالباربيتورات، تتميز الغيبوبة بـ ____، مع العلاج الذي يشمل ____.
أ. حدقة العين؛ إعطاء عقار النالوكسون
ب. انخفاض حرارة الجسم؛ استخدام عقار الفلومازينيل
ج. ضعف المنعكسات؛ الرعاية الداعمة
د. الانفعال؛ حقن الجلوكوز",ج. ضعف المنعكسات؛ الرعاية الداعمة,"Fill in the blanks in the following sentence:
In cases of barbiturate poisoning, coma is characterized by ____, with treatment involving ____.
A. Pinpoint pupils; naloxone administration
B. Hypothermia; flumazenil use
C. Hyporeflexia; supportive care
D. Agitation; glucose infusion","C. Hyporeflexia; supportive care
",Neurology
"املأ الفراغات في الجملة التالية:
تتضمن أعراض قصور القلب الأيمن ____، بينما يظهر قصور القلب الأيسر عادةً ____.
أ. الوذمة الرئوية؛ الوذمة الطرفية
ب. الوذمة الطرفية؛ احتقان الرئة
ج. ارتفاع ضغط الدم؛ انخفاض ضغط الدم
د. بطء القلب؛ تسرع القلب",ب. الوذمة الطرفية؛ احتقان الرئة,"Fill in the blanks in the following sentence:
Symptoms of right-sided heart failure include ____, while left-sided heart failure commonly presents with ____.
A. Pulmonary edema; peripheral edema
B. Peripheral edema; pulmonary congestion
C. Hypertension; hypotension
D. Bradycardia; tachycardia","B. Peripheral edema; pulmonary congestion
",Cardiovascular System
"املأ الفراغات في الجملة التالية:
تتضمن الأعراض السريرية لالتهاب البنكرياس المزمن عادةً ____، بينما يصبح الإسهال الدهني واضحًا عندما ينخفض ​​إفراز الليباز البنكرياسي إلى أقل من ____ من المعدل الطبيعي.
أ. ألم في المنطقة الشرسوفية؛ 10%
ب. فقدان الوزن؛ 30%
ج. الغثيان؛ 25%
د. اليرقان؛ 50%",أ. ألم في المنطقة الشرسوفية؛ 10%,"Fill in the blanks in the following sentence:
Clinical symptoms of chronic pancreatitis typically include ____, while steatorrhea becomes evident when pancreatic lipase secretion falls below ____ of normal.
A. Epigastric pain; 10%
B. Weight loss; 30%
C. Nausea; 25%
D. Jaundice; 50%","A. Epigastric pain; 10%
",Gastroenterology
"املأ الفراغات في الجملة التالية:
عند الرضع حديثي الولادة (36 ساعة أو أقل)، عادة ما يكون النزيف تحت _____ غير ضار، في حين أن النزيف في _____ يدل على إصابة خطيرة.
أ. القرنية، الصلبة
ب. الملتحمة، شبكية العين
ج. الملتحمة، القرنية
د. العدسة، الشبكية","ب. الملتحمة، شبكية العين","Fill in the blanks in the following sentence:
In newborn infants (36 hours or less), bleeding under the _____ is usually harmless, while bleeding in the _____ indicates a serious injury.
A. Cornea, sclera
B. Conjunctiva, retina
C. Conjunctiva, cornea
D. Lens, retina","B. Conjunctiva, retina",Pediatrics
"املأ الفراغ في الجملة التالية:
فيروس الهربس البسيط يسبب آفات في منطقة _____ وينتقل بالاتصال المباشر أو الاتصال الجنسي.
أ. الوصل الجلدي المخاطي
ب. النصف العلوي للجسم
ج. الأعضاء الداخلية
د. الأظافر","أ. الوصل الجلدي المخاطي
","Fill in the blank in the following sentence:
Herpes simplex virus causes lesions in the _____ area and is transmitted by direct contact or sexual contact.
A. Mucocutaneous junction
B. Upper half of the body
C. Internal organs
D. Nails",A. Mucocutaneous junction,Dermatology
"املأ الفراغات في الجملة التالية:
يحدث الكيلوس الصدري، وهو شكل نادر من الانصباب الجنبي، بسبب ____، مما يؤدي إلى تراكم ____.
أ. الخباثة؛ سائل ملطخ بالدم
ب. العدوى البكتيرية؛ مادة قيحية
ج. الصدمة؛ سائل مستنفد من البروتين
د. اضطراب الليمفاوية؛ سائل غني بالدهون الثلاثية",د. اضطراب الليمفاوية؛ سائل غني بالدهون الثلاثية,"Fill in the blanks in the following sentence:
Chylothorax, a rare form of pleural effusion, is caused by ____, leading to the accumulation of ____.
A. Malignancy; blood-stained fluid
B. Bacterial infections; purulent material
C. Trauma; protein-depleted fluid
D. Lymphatic disruption; triglyceride-rich fluid",D. Lymphatic disruption; triglyceride-rich fluid,Pulmonology
"املأ الفراغ في الجملة التالية:
في حالات قصور الغدة الكظرية، يمكن أن يحدث الجفاف نتيجة _____ وزيادة إفراز هرمون ADH.
أ. نقص صوديوم الدم
ب. فرط بوتاسيوم الدم
ج. نقص كالسيوم الدم
د. فرط سكر الدم",أ. نقص صوديوم الدم,"Fill in the blank in the following sentence:
In cases of adrenal insufficiency, dehydration can result from _____ and increased ADH release.
A. Hyponatremia
B. Hyperkalemia
C. Hypocalcemia
D. Hyperglycemia
","A. Hyponatremia
",Endocrinology
"املأ الفراغات في الجملة التالية:
بعد الإخصاب، تنقسم الخلايا البلعمية بشكل مستمر لمدة 72 ساعة حتى تشكل كرة مكونة من 16 خلية تسمى ____، والتي تتحول بعد ذلك إلى كيسة أريمية.
أ. الخلية البلعمية
ب. البيضة الملقحة
ج. التوتة
د. الجنينة",ج. التوتة,"Fill in the blanks in the following sentence:
After fertilization, blastomeres divide continously for 72 hours until they form a 16 cell ball called the ____, which then turns into a blastocyst.
A. Blastula
B. Zygote
C. Morula
D.Gastrula",C. Morula,OBGYN
"املأ الفراغات في الجملة التالية:
يتم تأكيد تشخيص ورم الأنسولين من خلال إظهار نقص سكر الدم أثناء الصيام، مع مستويات جلوكوز الدم أقل من ____ ومستويات الأنسولين ____ أثناء النوبة.
أ. 100 مجم/ديسيلتر؛ مرتفع
ب. 70 مجم/ديسيلتر؛ مكبوت
ج. 40 مجم/ديسيلتر؛ مرتفع
د. 50 مجم/ديسيلتر؛ مكبوت",ج. 40 مجم/ديسيلتر؛ مرتفع,"Fill in the blanks in the following sentence:
The diagnosis of insulinoma is confirmed by demonstrating fasting hypoglycemia, with blood glucose levels below ____ and insulin levels ____ during an episode.
A. 100 mg/dL; elevated
B. 70 mg/dL; suppressed
C. 40 mg/dL; elevated
D. 50 mg/dL; suppressed","C. 40 mg/dL; elevated
",Gastroenterology
"املأ الفراغات في الجملة التالية:
في إدارة الخثار الوريدي العميق الحاد، يتضمن العلاج الأولي ____، يليه علاج طويل الأمد بـ ____.
أ. الهيبارين؛ الوارفارين
ب. الأسبرين؛ ريفاروكسابان
ج. كلوبيدوجريل؛ أبيكسابان
د. مضادات التخثر؛ الأسبرين بجرعات منخفضة",أ. الهيبارين؛ الوارفارين,"Fill in the blanks in the following sentence:
In managing acute DVT, initial therapy involves ____, followed by long-term therapy with ____.
A. Heparin; Warfarin
B. Aspirin; Rivaroxaban
C. Clopidogrel; Apixaban
D. Thrombolytics; Low-dose aspirin","A. Heparin; Warfarin
",Cardiovascular System
"املأ الفراغات في الجملة التالية:
في حالات الخرف، يشير الحرف D في الاختصار DEMENTIAS إلى _____. تحدث هذه الحالة عادةً بسبب ____ أو الاستخدام غير السليم للأدوية.
أ. الاكتئاب، نقص فيتامين ب12
ب. المخدرات، سمية الكحول
ج. الجفاف، خلل الغدة الدرقية
د. الخرف، الطفرات الجينية","ب. المخدرات، سمية الكحول","Fill in the blanks in the following sentence:
In cases of dementia, the D in the acronym DEMENTIAS refers to _____. This condition is commonly caused by ____ or improper use of medications.
A. Depression, B12 deficiency
B. Drugs, alcohol toxicity
C. Dehydration, thyroid dysfunction
D. Dementia, genetic mutations","B. Drugs, alcohol toxicity
",Neurology
